autor,titulo,poema,numero_total_estrofas,versos_por_estrofa,distribucion_silabas_estrofas,entropia_lexica_sust_adj
luis cernuda,razón de lágrimas,"
            la noche por ser triste carece de fronteras.
            su sombra en rebelión como la espuma,
            rompe los muros débiles
            avergonzados de blancura;
            noche que no puede ser otra cosa sino noche.

            acaso los amantes acuchillan estrellas,
            acaso la aventura apague una tristeza.
            mas tú, noche, impulsada por deseos
            hasta la palidez del agua,
            aguardas siempre en pie quién sabe a cuáles ruiseñores.

            más allá se estremecen los abismos
            poblados de serpientes entre pluma,
            cabecera de enfermos
            no mirando otra cosa que la noche
            mientras cierran el aire entre los labios.

            la noche, la noche deslumbrante,
            que junto a las esquinas retuerce sus caderas,
            aguardando, quién sabe,
            como yo, como todos.
        ",4,"[5, 5, 5, 4]","{1: [15, 13, 8, 8, 13], 2: [12, 12, 11, 8, 16], 3: [10, 11, 8, 11, 13], 4: [10, 16, 6, 8]}",4.678151606748765
luis cernuda,remordimiento en traje de noche,"
un hombre gris avanza por la calle de niebla;
no lo sospecha nadie. es un cuerpo vacío;
vacío como pampa, como mar, como viento,
desiertos tan amargos bajo un cielo implacable.

es el tiempo pasado, y sus alas ahora
entre la sombra encuentran una pálida fuerza;
es el remordimiento, que de noche, dudando,
en secreto aproxima su sombra descuidada.

no estrechéis esa mano. la yedra altivamente
ascenderá cubriendo los troncos del invierno.
invisible en la calma el hombre gris camina.
¿no sentís a los muertos? mas la tierra está sorda
",3,"[4, 4, 4]","{1: [13, 13, 14, 15], 2: [12, 14, 14, 14], 3: [15, 13, 15, 16]}",4.9932371494127334
luis cernuda,respuesta,"
lo cretino, en ti,
no excluye lo ruin.

lo ruin, en tu sino,
no excluye lo cretino.

así que eres, en fin,
tan cretino como ruin.
",3,"[2, 2, 2]","{1: [6, 7], 2: [7, 7], 3: [6, 7]}",1.0
luis cernuda,ser de sansueña,"
Acaso allí estará, cuatro costados
bañados en los mares, al centro la meseta
ardiente y andrajosa. Es ella, la madrastra
original de tantos, como tú, dolidos
de ella y por ella dolientes.
Es la tierra imposible, que a su imagen te hizo
para de sí arrojarte. En ella el hombre
que otra cosa no pudo, por error naciendo,
sucumbe de verdad, y como pago
ocasional de otros errores inmortales.

Inalterable, en violento claroscuro,
mírala, piénsala. Árida tierra, cielo fértil,
con nieves y resoles, riadas y sequías;
almendros y chumberas, espartos y naranjos
crecen en ella, ya desierto, ya oasis.

Junto a la iglesia está la casa llana,
al lado del palacio está la timba,
el alarido ronco junto a la voz serena,
el amor junto al odio, y la caricia junto
a la puñalada. Allí es extremo todo.

La nobleza plebeya, el populacho noble,
la pueblan, dando terratenientes y toreros,
curas y caballistas, vagos y visionarios,
guapos y guerrilleros. Tú compatriota,
bien que ello te repugne, de su fauna.

Las cosas tienen precio. Lo es del poderío
la corrupción, del amor la no correspondencia;
y ser de aquella tierra lo pagas con no serlo
de ninguna: deambular, vacuo y nulo,
por el mundo, que a Sansueña y sus hijos desconoce.

Si en otro tiempo hubiera sido nuestra,
cuando gentes extrañas la temían y odiaban,
y mucho era ser de ella; cuando toda
su sinrazón congénita, ya locura hoy,
como admirable paradoja se imponía.

Vivieron muerte, sí, pero con gloria
monstruosa. Hoy la vida morimos
en ajeno rincón. Y mientras tanto
los gusanos, de ella y su ruina irreparable,
crecen, prosperan.

Vivir para ver esto.
Vivir para ser esto.
",8,"[10, 5, 5, 5, 5, 5, 5, 2]","{1: [11, 15, 14, 13, 8, 16, 12, 12, 12, 12], 2: [12, 15, 14, 15, 11], 3: [13, 12, 13, 13, 13], 4: [14, 15, 16, 13, 11], 5: [13, 14, 14, 13, 17], 6: [12, 13, 11, 14, 14], 7: [11, 10, 10, 14, 5], 8: [7, 7]}",6.406661004946538
luis cernuda,si el hombre pudiera decir,"
Si el hombre pudiera decir lo que ama,
si el hombre pudiera levantar su amor por el cielo
como una nube en la luz;
si como muros que se derrumban,
para saludar la verdad erguida en medio,
pudiera derrumbar su cuerpo,
dejando sólo la verdad de su amor,
la verdad de sí mismo,
que no se llama gloria, fortuna o ambición,
sino amor o deseo,
yo sería aquel que imaginaba;
aquel que con su lengua, sus ojos y sus manos
proclama ante los hombres la verdad ignorada,
la verdad de su amor verdadero.

Libertad no conozco sino la libertad de estar preso en alguien
cuyo nombre no puedo oír sin escalofrío;
alguien por quien me olvido de esta existencia mezquina
por quien el día y la noche son para mí lo que quiera,
y mi cuerpo y espíritu flotan en su cuerpo y espíritu
como leños perdidos que el mar anega o levanta
libremente, con la libertad del amor,
la única libertad que me exalta,
la única libertad por que muero.

Tú justificas mi existencia:
si no te conozco, no he vivido;
si muero sin conocerte, no muero, porque no he vivido.
",3,"[14, 9, 3]","{1: [12, 16, 9, 10, 13, 9, 12, 7, 15, 5, 9, 12, 15, 10], 2: [20, 13, 18, 16, 18, 16, 12, 10, 10], 3: [9, 11, 18]}",4.811641344913578
luis cernuda,soliloquio del farero,"
cómo llenarte, soledad,
sino contigo misma.

de niño, entre las pobres guaridas de la tierra,
quieto en ángulo oscuro,
buscaba en ti, encendida guirnalda,
mis auroras futuras y furtivos nocturnos
y en ti los vislumbraba,
naturales y exactos, también libres y fieles,
a semejanza mía,
a semejanza tuya, eterna soledad.

me perdí luego por la tierra injusta
como quien busca amigos o ignorados amantes;
diverso con el mundo,
fui luz serena y anhelo desbocado,
y en la lluvia sombría o en el sol evidente
quería una verdad que a ti te traicionase,
olvidando en mi afán
cómo las alas fugitivas su propia nube crean.

y al velarse a mis ojos
con nubes sobre nubes de otoño desbordado
la luz de aquellos días en ti misma entrevistos,
te negué por bien poco;
por menudos amores ni ciertos ni fingidos,
por quietas amistades de sillón y de gesto,
por un nombre de reducida cola en un mundo fantasma,
por los viejos placeres prohibidos,
como los permitidos nauseabundos,
útiles solamente para el elegante salón susurrando,
en bocas de mentira y palabras de hielo.

por ti me encuentro ahora el eco de la antigua persona
que yo fui,
que yo mismo manché con aquellas juveniles traiciones;
por ti me encuentro ahora, constelados hallazgos,
limpios de otro deseo,
el sol, mi dios, la noche rumorosa,
la lluvia, intimidad de siempre,
el bosque y su alentar pagano,
el mar, el mar como su nombre hermoso;

y sobre todos ellos,
cuerpo oscuro y esbelto,
te encuentro a ti, tú, soledad tan mía,
y tú me das fuerza y debilidad
como al ave cansada los brazos de la piedra.

acodado al balcón miro insaciable el oleaje,
oigo sus oscuras imprecaciones,
contemplo sus blancas caricias;
y erguido desde cuna vigilante
soy en la noche un diamante que gira advirtiendo a los hombres,
por quienes vivo, aun cuando no los vea;
y así, lejos de ellos,
ya olvidados sus nombres, los amo en muchedumbres,
roncas y violentas como el mar, mi morada,
puras ante la espera de una revolución ardiente
o rendidas y dóciles, como el mar sabe serlo
cuando toca la hora de reposo que su fuerza conquista.

tú, verdad solitaria,
transparente pasión, mi soledad de siempre,
eres inmenso abrazo;
el sol, el mar,
la oscuridad, la estepa,
el hombre y su deseo,
la airada muchedumbre,
¿qué son sino tú misma?

por ti, mi soledad, los busqué un día;
en ti, mi soledad, los amo ahora.
",9,"[2, 8, 8, 11, 9, 5, 12, 8, 2]","{1: [9, 6], 2: [15, 9, 12, 14, 8, 16, 6, 13], 3: [11, 14, 7, 11, 14, 13, 7, 14], 4: [8, 14, 15, 7, 14, 13, 18, 11, 12, 17, 14], 5: [18, 3, 16, 16, 6, 13, 9, 10, 13], 6: [7, 9, 12, 11, 14], 7: [14, 11, 10, 12, 20, 11, 7, 15, 15, 17, 17, 18], 8: [7, 14, 6, 6, 10, 7, 8, 6], 9: [12, 11]}",6.742777517702831
luis cernuda,sombras blancas,"
sombras frágiles, blancas, dormidas en la playa,
dormidas en su amor, en su flor de universo,
el ardiente color de la vida ignorando
sobre un lecho de arena y de azar abolido.
libremente los besos desde sus labios caen
en el mar indomable como perlas inútiles;
perlas grises o acaso cenicientas estrellas
ascendiendo hacia el cielo con luz desvanecida.
bajo la noche el mundo silencioso naufraga;
bajo la noche rostros fijos, muertos, se pierden.
sólo esas sombras blancas, oh blancas, sí, tan blancas.
la luz también da sombras, pero sombras azules.
",1,[12],"{1: [16, 14, 14, 14, 13, 15, 14, 16, 15, 16, 17, 15]}",4.868125219818377
luis cernuda,tarde oscura,"
Al cuerpo separa
Del alma, esta niebla
Tierra y luz aparta.

Todo es raro y vago:
Ni son en el viento,
Latido en el agua,
Color en el suelo.

De sí mismo extraño,
¿Sabes lo que espera
El pájaro quieto
Por la rama seca?

Lejos, tras un vidrio,
Una luz ya arde,
Poniendo la hora
Más incierta. Yace

La vida, y tú solo,
No muerto, no vivo,
En el pecho sientes
Débil su latido.

Por estos suburbios
Sórdidos, sin norte
Vas, como el destino
Inútil del hombre.

Y en el pensamiento
Luz o fe ahora
Buscas, mientras vence
Afuera la sombra.
",7,"[3, 4, 4, 4, 4, 4, 4]","{1: [6, 7, 6], 2: [8, 6, 6, 6], 3: [7, 8, 6, 6], 4: [7, 5, 6, 6], 5: [7, 6, 6, 6], 6: [6, 7, 7, 5], 7: [7, 5, 7, 5]}",4.889680181354619
luis cernuda,te quiero,"
            te quiero.

            te lo he dicho con el viento,
            jugueteando como animalillo en la arena
            o iracundo como órgano impetuoso;

            te lo he dicho con el sol,
            que dora desnudos cuerpos juveniles
            y sonríe en todas las cosas inocentes;

            te lo he dicho con las nubes,
            frentes melancólicas que sostienen el cielo,
            tristezas fugitivas;

            te lo he dicho con las plantas,
            leves criaturas transparentes
            que se cubren de rubor repentino;

            te lo he dicho con el agua,
            vida luminosa que vela un fondo de sombra;
            te lo he dicho con el miedo,
            te lo he dicho con la alegría,
            con el hastío, con las terribles palabras.

            pero así no me basta:
            más allá de la vida,
            quiero decírtelo con la muerte;
            más allá del amor,
            quiero decírtelo con el olvido.
        ",7,"[1, 3, 3, 3, 3, 5, 5]","{1: [3], 2: [9, 14, 12], 3: [9, 12, 12], 4: [10, 14, 8], 5: [10, 9, 11], 6: [8, 15, 9, 10, 13], 7: [7, 6, 10, 5, 11]}",5.195295934496219
luis cernuda,telarañas cuelgan de la razón,"
en un paisaje de ceniza absorta;
ha pasado el huracán del amor,
ya ningún pájaro queda.

Tampoco ninguna hoja,
todas van lejos, como gotas de agua
de un mar cuando se seca,
cuando no hay ya lágrimas bastantes,
porque alguien, cruel como un día de sol en primavera,
con su sola presencia ha dividido en dos un cuerpo.

Ahora hace falta recoger los trozos de prudencia,
aunque siempre no falte alguno;
recoger la vida vacía
y caminar esperando que lentamente se llene,
si es posible, otra vez, como antes,
de sueños desconocidos y deseos invisibles.

Tú nada sabes de ello,
tú estás allá, cruel como el día,
el día, esa luz que abraza estrechamente un triste muro,
un muro, ¿no comprendes?,
un muro frente al cual estoy solo.
",4,"[3, 6, 6, 5]","{1: [12, 11, 8], 2: [8, 12, 8, 11, 16, 17], 3: [16, 10, 8, 16, 12, 16], 4: [7, 9, 17, 8, 11]}",4.788909765557391
luis cernuda,tierra nativa,"
Es la luz misma, la que abrió mis ojos
Toda ligera y tibia como un sueño,
Sosegada en colores delicados
Sobre las formas puras de las cosas.

El encanto de aquella tierra llana,
Extendida como una mano abierta,
Adonde el limonero encima de la fuente
Suspendía su fruto entre el ramaje.

El muro viejo en cuya barda abría
A la tarde su flor la enredadera,
Y al cual la golondrina en el verano
Tornaba siempre hacia su antiguo nido.

El susurro del agua alimentando,
Con su música insomne el silencio,
Los sueños que la vida aún no corrompe,
El futuro que espera como página blanca.

Todo vuelve otra vez vivo a la mente,
Irreparable ya con el andar del tiempo,
Y su recuerdo ahora me traspasa
El pecho tal puñal fino y seguro.

Raíz del tronco verde, ¿quién la arranca?
Aquel amor primero, ¿quién lo vence?
Tu sueño y tu recuerdo, ¿quién lo olvida,
Tierra nativa, más mía cuanto más lejana?
",6,"[4, 4, 4, 4, 4, 4]","{1: [10, 13, 12, 11], 2: [11, 11, 14, 12], 3: [11, 12, 12, 13], 4: [10, 12, 12, 15], 5: [12, 12, 11, 12], 6: [10, 9, 13, 13]}",5.714383215881171
luis cernuda,todo esto por amor,"
Derriban gigantes de los bosques para hacer un durmiente,
derriban los instintos como flores,
deseos como estrellas
para hacer sólo un hombre con su estigma de hombre.

Que derriben también imperios de una noche,
monarquías de un beso,
no significa nada;
que derriben los ojos, que derriben las manos como estatuas vacías.

Mas este amor cerrado por ver sólo su forma,
su forma entre las brumas escarlata,
quiere imponer la vida, como otoño ascendiendo tantas hojas
hacia el último cielo,
donde estrellas
sus labios dan otras estrellas,
donde mis ojos, estos ojos,
se despiertan en otro.
",3,"[4, 4, 8]","{1: [18, 11, 7, 17], 2: [13, 7, 7, 22], 3: [14, 12, 20, 8, 5, 9, 9, 6]}",4.577819531114783
luis cernuda,tristeza del recuerdo,"
por las esquinas vagas de los sueños,
alta la madrugada, fue conmigo
tu imagen bien amada, como un día
en tiempos idos, cuando dios lo quiso.

agua ha pasado por el río abajo,
hojas verdes perdidas llevó el viento
desde que nuestras sombras vieron quedas
su afán borrarse con el sol traspuesto.

hermosa era aquella llama, breve
como todo lo hermoso: luz y ocaso.
vino la noche honda, y sus cenizas
guardaron el desvelo de los astros.

tal jugador febril ante una carta,
un alma solitaria fue la apuesta
arriesgada y perdida en nuestro encuentro;
el cuerpo entre los hombres quedó en pena.

¿quién dice que se olvida? no hay olvido.
mira a través de esta pared de hielo
ir esa sombra hacia la lejanía
sin el nimbo radiante del deseo.

todo tiene su precio. yo he pagado
el mío por aquella antigua gracia;
y así despierto, hallando tras mi sueño
un lecho solo, afuera yerta el alba.
",6,"[4, 4, 4, 4, 4, 4]","{1: [12, 11, 10, 11], 2: [10, 12, 11, 11], 3: [10, 12, 11, 12], 4: [11, 11, 13, 13], 5: [13, 13, 10, 10], 6: [12, 10, 12, 12]}",5.692539136971758
luis cernuda,un contemporáneo,"
le conocí hace ya tiempo;
déjame que recuerde. si la memoria falla
a mi edad, cuando trata de imaginarse algo
que en años mozos fuimos, aún más cuando persigue
la figura del hombre sólo visto un momento.

nunca pensé que alguien viniera a preguntarme
por tal persona, sin familiar, amigo,
posición o fortuna; viviendo oscuramente,
con los gestos diarios de cualquiera
a quien ya nadie nombra tras de muerto.

que de espejo nos sirva
el prójimo, y nuestra propia imagen
observemos en él, mas no la suya,
ocurre a veces. quien interroga a otros
por un desconocido, debe contentarse
con lo que halla, aun cuando sea huella
ajena superpuesta a la que busca.

era de edad mediana
al conocerlo yo, enseñando,
no sé, idioma o metafísica, en puesto subalterno,
como extraño que ha de ganar la vida
por malas circunstancias y carece de apoyo.

a esta ciudad había venido
desde el norte, donde antes estuvo
en circunstancias aún peores; ya conoce
aquella gente practica y tacaña, que buscando
va por la vida sólo rendimiento,
y poco rendimiento de tal hombre traslucía.

aquí se hallaba a gusto, en lo posible
para quien no parecía a gusto en. parte alguna,
aun cuando, ido, no quisiera
regresar, ni a varios conocidos
locales recordó. así trataba acaso
que lo pasado fuera pasado realmente
y comenzar en limpio nueva etapa.

no le vi mucho, rehusando,
a lo que entiendo, el trato y compañía,
acaso huraño y receloso en algo
para mí indiferente. poco hablaba,
aunque en rara ocasión hablaba todo
lo callado hasta entonces, altero, abrupto,
y pareciendo luego avergonzado.

pero seamos francos: yo no le quería
bien, y un día, conversando
temas insustanciales, el tiempo, los deportes,
la política, sentí temor extraño
que en burla, no hacia mí, sino a los hombres todos
en mí representados, fuera a sacar la lengua.

lo que pensó, amó, odió, le dejó indiferente,
ignoro; como lo ignoro igual hasta de otros
que conocí mejor. nuestro vivir, de muchedumbre
a solas con un dios, un demonio o una nada,
supongo que era el suyo también. ¿por qué no habría de serio?

su pensamiento hoy puede leerse
tras la obra, y ella sabrá decirle
más que yo. aunque supongo
tales escritos sin valor alguno,
y aquí ninguno se cuidaba de su autor o ellos.

esta fama postrera no la mueve,
en mozos tan despiertos, amor de hacer justicia,
sino' gusto de hallar razón contra nosotros
los viejos, el estorbo palmario en el camino,
al cual no basta el apartar, mas el desprecio
debe añadirse. pues, ¿acaso,
vive desconocido el poeta futuro?

sabemos que un poeta es otra cosa;
la chispa que le anima pronto prende
en quienes junto a él cruzan la vida,
sus versos aceptados tal moneda corriente.
lope fue siempre el listo lope, vivo o muerto.

tan vulgar como quiera será el vulgo,
pero la voz del vulgo es voz divina,
por estos tiempos nuestros a lo menos;
y el vulgo era ignorante de ese hombre
mientras viviera, en signo
que siempre ignorará su póstuma excelencia.

la sociedad es justa, a todos trata
como merecen; si hay exceso
primero, con idéntico exceso retrocede,
recobrando nivel. piense de alguno,
festejado tal dios por muchedumbres,
por esas muchedumbres tal animal colgado.
bien que ello nos repugne, justicia pura y simple.

mas eso no se aplica a nuestro hombre.
¿acaso hubo exceso en el olvido
que vivió día a día? hecho a medida
del propio ser oscuro, exacto era; y a la muerte
se lleva aquello que tomamos
de la vida, o lo que ella nos da: olvido
acá, y olvido allá para él. es lo mismo.
",15,"[5, 5, 7, 5, 6, 7, 7, 6, 5, 5, 7, 5, 6, 7, 7]","{1: [9, 14, 15, 15, 15], 2: [15, 12, 15, 10, 11], 3: [8, 11, 11, 13, 13, 11, 11], 4: [6, 10, 16, 13, 14], 5: [10, 12, 12, 15, 11, 14], 6: [13, 16, 8, 11, 12, 13, 11], 7: [8, 13, 13, 13, 12, 15, 11], 8: [12, 8, 15, 12, 15, 16], 9: [14, 14, 17, 15, 18], 10: [10, 10, 8, 11, 15], 11: [11, 15, 13, 16, 14, 9, 13], 12: [11, 11, 12, 13, 15], 13: [12, 12, 12, 13, 8, 15], 14: [12, 10, 13, 13, 11, 12, 15], 15: [11, 13, 12, 15, 9, 13, 13]}",6.76602796312024
luis cernuda,un español habla de su tierra,"
las playas, parameras
al rubio sol durmiendo,
los oteros, las vegas
en paz, a solas, lejos;

los castillos, ermitas,
cortijos y conventos,
la vida con la historia,
tan dulces al recuerdo,

ellos, los vencedores
caínes sempiternos,
de todo me arrancaron.
me dejan el destierro.

una mano divina
tu tierra alzó en mi cuerpo
y allí la voz dispuso
que hablase tu silencio.

contigo solo estaba,
en ti sola creyendo;
pensar tu nombre ahora
envenena mis sueños.

amargos son los días
de la vida, viviendo
sólo una larga espera
a fuerza de recuerdos.

un día, tú ya libre
de la mentira de ellos,
me buscarás. entonces
¿qué ha de decir un muerto?
",7,"[4, 4, 4, 4, 4, 4, 4]","{1: [8, 7, 7, 10], 2: [9, 8, 8, 7], 3: [7, 7, 8, 7], 4: [6, 9, 7, 8], 5: [8, 7, 7, 8], 6: [5, 7, 8, 8], 7: [6, 8, 8, 8]}",4.96981578242681
luis cernuda,unos cuerpos son como flores,"
            unos cuerpos son como flores,
            otros como puñales,
            otros como cintas de agua;
            pero todos, temprano o tarde,
            serán quemaduras que en otro cuerpo se agranden,
            convirtiendo por virtud del fuego a una piedra en un
            hombre.

            pero el hombre se agita en todas direcciones,
            sueña con libertades, compite con el viento,
            hasta que un día la quemadura se borra,
            volviendo a ser piedra en el camino de nadie.

            yo, que no soy piedra, sino camino
            que cruzan al pasar los pies desnudos,
            muero de amor por todos ellos;
            les doy mi cuerpo para que lo pisen,
            aunque les lleve a una ambición o a una nube,
            sin que ninguno comprenda
            que ambiciones o nubes
            no valen un amor que se entrega.
        ",3,"[7, 4, 8]","{1: [8, 7, 7, 10, 14, 16, 2], 2: [15, 14, 13, 14], 3: [9, 12, 9, 11, 15, 7, 8, 10]}",4.1898980954642875
luis cernuda,viendo volver,"
irías, y verías
todo igual, cambiado todo,
así como tú eres
el mismo y el otro. ¿un río
a cada instante
no es él y diferente?

irías, en apariencia
distraído y aburrido
en secreto, mirando,
pues el mirar es sólo
la forma en que persiste
el antiguo deseo.

mirando, estimarías
(la mirada acaricia
fijándose o desdeña
apartándose) irreparable todo
ya, y perdido, o ganado
acaso, quién lo sabe.

así, con paso indiferente,
como llevado de una mano,
llegarías al mundo
que fue tuyo otro tiempo,
y allí le encontrarías,
al tú de ayer, que es otro hoy.

impotente, extasiado
y solo, como un árbol,
le verías, el futuro
soñando, sin presente,
a espera del amigo,
cuando el amigo es él y en él le espera.

al verle, tú querrías
irte, ajeno entonces,
sin nada que decirle,
pensando que la vida
era una burla delicada,
y que debe ignorarlo el mozo hoy.
",6,"[6, 6, 6, 6, 6, 6]","{1: [5, 9, 5, 8, 6, 8], 2: [6, 7, 7, 7, 8, 6], 3: [7, 7, 8, 10, 9, 6], 4: [9, 9, 6, 7, 8, 10], 5: [8, 9, 8, 7, 7, 14], 6: [6, 7, 7, 7, 8, 13]}",5.259991029008328
luis cernuda,violetas,"
Aún se queja su alma vagamente,
El oscuro vacío de su vida.
Más no pueden pesar sobre esa sombra
Algunas violetas,
Y es grato así dejarlas,
Frescas entre la niebla,
Con la alegría de una menuda cosa pura
Que rescatara aquel dolor antiguo.

Quien habla ya a los muertos,
Mudo le hallan los que viven.
Y en este otro silencio, donde el miedo impera,
Recoger esas flores una a una
Breve consuelo ha sido entre los días
Cuya huella sangrienta llevan las espaldas
Por el odio cargadas con una piedra inútil.

Si la muerte apacigua
Tu boca amarga de Dios insatisfecha,
Acepta un don tan leve, sombra sentimental,
En esa paz que bajo tierra te esperaba,
Brotando en hierba, viento y luz silvestres,
El fiel y último encanto de estar solo.

Curado de la vida, por una vez sonríe,
Pálido rostro de pasión y de hastío.
Mira las calles viejas por donde fuiste errante,
El farol azulado que te guiara, carne yerta,
Al regresar del baile o del sucio periódico,
Y las fuentes de mármol entre palmas:
Aguas y hojas, bálsamo del triste.

La tierra ha sido medida por los hombres,
Con sus casas estrechas y matrimonios sórdidos,
Su venenosa opinión pública y sus revoluciones
Más crueles e injustas que las leyes,
Como inmenso bostezo demoníaco;
No hay sitio en ella para el hombre solo,
Hijo desnudo y deslumbrante del divino pensamiento.

Y nuestra gran madrastra, mírala hoy deshecha,
Miserable y aún bella entre las tumbas grises
De los que como tú, nacidos en su estepa,
Vieron mientras vivían morirse la esperanza,
Y gritaron entonces, sumidos por tinieblas,
A hermanos irrisorios que jamás escucharon.

Escribir en España no es llorar, es morir,
Porque muere la inspiración envuelta en humo,
Cuando no va su llama libre en pos del aire.
Así, cuando el amor, el tierno monstruo rubio,
Volvió contra ti mismo tantas ternuras vanas,
Tu mano abrió de un tiro, roja y vasta, la muerte.

Libre y tranquilo quedaste en fin un día,
Aunque tu voz sin ti abrió un dejo indeleble.
Es breve la palabra como el canto de un pájaro,
Mas un claro jirón puede prenderse en ella
De embriaguez, pasión, belleza fugitivas,
Y subir, ángel vigía que atestigua del hombre,
Allá hasta la región celeste e impasible.
",8,"[8, 7, 6, 7, 7, 6, 6, 7]","{1: [11, 10, 11, 7, 9, 7, 14, 11], 2: [9, 9, 16, 9, 12, 13, 13], 3: [7, 12, 14, 13, 13, 14], 4: [12, 12, 14, 14, 15, 12, 10], 5: [13, 16, 17, 11, 12, 13, 17], 6: [14, 15, 14, 14, 16, 15], 7: [16, 15, 14, 12, 14, 16], 8: [13, 14, 17, 13, 16, 15, 14]}",6.9293058377405625
manuel altolaguirre,a la orilla,"
a la orilla del lago
cercado de montañas
jugamos al billar con nuestras voces.
",1,[3],"{1: [7, 7, 12]}",2.584962500721156
manuel altolaguirre,a picasso,"
quien lentamente vivió
para su arte
me hace suplicarle al tiempo
que camine muy despacio.

papeles, telas, murales,
señalados por sus manos,
permanecen.

¡oh libertad prisionera!
¡oh vida en muerte!
¡salvador del tiempo!
¡óyeme!

quisiera llenar las horas
como tú las llenas,
con el mismo ímpetu y freno
de tus líneas y colores.

yo quiero
que estos años,
los que faltan,
duren mucho.

(y no lo digo por mí,
aunque tampoco
soy joven).

lo digo por ti,
picasso,
que mereces
tiempo lento,
para vivir
y pintar...
y por mis ojos.
",7,"[4, 3, 4, 4, 4, 3, 7]","{1: [7, 5, 10, 8], 2: [11, 9, 4], 3: [8, 6, 7, 3], 4: [8, 7, 9, 8], 5: [3, 5, 4, 4], 6: [7, 5, 3], 7: [5, 4, 4, 4, 4, 4, 5]}",4.386842188131013
manuel altolaguirre,a un olmo,"
qué lenta libertad vas conquistando
con un silencio lleno de verdores!

apenas si se nota en ti la vida
y nada hay muerto en ti, olmo gigante
tus hojas tan pequeñas me enternecen,
te aniñan, te disculpan
de los brutales troncos de tus ramas.

las hojas que resbalan por tu rostro
parecen el espejo de mi llanto,
parecen las palabras cariñosas
que me sabrías decir si fueras hombre.

¡quién como tú pudiera ser tan libre,
con esa libertad lenta y tranquila
con la que así te vas formando!
tú permaneces, pero te renuevas,
estás bien arraigado, pero creces,
y conquistas el cielo sin derrota,
dueño de tu comienzo y de tus fines.

si yo tuviera comunicaciones
con las duras raíces ancestrales;
si mis antepasados retorcidos
me retuvieran firmes desde el suelo;
si mis hijos, mis versos y las aves
brotaran de mis brazos extendidos,
como un hermano tuyo me sintiera.

olmo, dios vegetal, bajo tu sombra,
bajo el rico verdor de tus ideas,
amo tu libertad que lentamente
sobrepasa los duros horizontes,
y me quejo de mí, tan engañado,
andando suelto para golpearme
contra muros de cárcel y misterio.

las tinieblas son duras para el hombre.
",7,"[2, 5, 4, 7, 7, 7, 1]","{1: [11, 10], 2: [11, 13, 12, 7, 12], 3: [11, 11, 11, 11], 4: [11, 11, 9, 13, 11, 11, 12], 5: [11, 10, 10, 12, 11, 12, 12], 6: [12, 11, 10, 11, 11, 10, 10], 7: [12]}",5.667600955177271
manuel altolaguirre,a veces las más tristes,"
a veces las más tristes realidades
no llegan por mis ojos a mi alma,
ni devastan con llantos y tormentas
las tierras interiores de mi sueño.
no me dejo apresar por lo aparente,
lo transitorio de esta vida;
sólo una brisa breve me propaga.
no soy cruel, amigos. conocedme.
lo inhumano de mí es que no muero.
",1,[9],"{1: [11, 10, 11, 11, 11, 10, 11, 11, 11]}",4.169925001442313
manuel altolaguirre,alma y tierra,"
¡Oh, pobre tierra de mi ser alzada
contra goces y penas de la vida!
Si abro los ojos, por la doble herida
la luz me adentra carga muy pesada;

que vivir es guardar con la mirada
en breve espacio magnitud crecida,
y un alma tengo para dar cabida
a la extensión del mundo dilatada.

Derriba, tierra, pronto mis prisiones,
que mi espíritu quiere ser llanura
y vuelve al surco desde el cual te alzaron.

Ya el alma no precisa sepultura
ni el tiempo quiere ya limitaciones,
horas y muros para mí acabaron.
",4,"[4, 4, 3, 3]","{1: [11, 10, 12, 11], 2: [11, 12, 12, 12], 3: [11, 11, 15], 4: [12, 12, 12]}",4.82516405232236
manuel altolaguirre,alta playa,"
Quiero subir a la playa
blanca donde el oleaje
verde de un mar ignorado
salpica el manto de Dios,
a ese paisaje infinito,
altísimo, iluminado.

No estarme bajo este techo
agustioso de la vida,
de la muerte, del cansancio,
por no morir ni nacer
a las promesas alegres.

Quiero nacer de esta madre
que es la tierra, el mundo alto
donde los muertos nacieron.
",3,"[6, 5, 3]","{1: [8, 7, 9, 9, 9, 8], 2: [10, 7, 9, 7, 7], 3: [9, 10, 9]}",4.523561956057013
manuel altolaguirre,amor,"
Amor, sólo te muestras
por lo que de mí arrancas,
aire invisible eres
que despojas mi alma
manchando el limpio cielo
con suspiros y lágrimas.

Al pasar me has dejado
erizado de ramas,
defendido del frío
por espinas que arañan,
cerradas mis raíces
al paso de las aguas,
ciega y sin hojas la desnuda frente
que atesoró verdores y esperanzas.
",2,"[6, 8]","{1: [7, 8, 7, 7, 8, 9], 2: [8, 7, 6, 7, 5, 7, 12, 13]}",4.392317422778759
manuel altolaguirre,amor oscuro,"
Si para ti fui sombra
cuando cubrí tu cuerpo,
si cuando te besaba
mis ojos eran ciegos,
sigamos siendo noche,
como la noche inmensos,
con nuestro amor oscuro,
sin límites, eterno...
Porque a la luz del día
nuestro amor es pequeño.
",1,[10],"{1: [7, 7, 7, 6, 7, 9, 7, 6, 7, 7]}",3.521640636343318
